Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_30,SMA_60,MACD,Bollinger_Upper,Bollinger_Lower,RSI_30,CCI_30,DX_30
2016-05-31 00:00:00-04:00,22.67391147834835,22.85603194678067,22.49634497688307,22.73310089111328,169228800,0.0,0.0,,,,0.0,,,,,0.0
2016-06-01 00:00:00-04:00,22.54186425664834,22.660243029826297,22.38478720234156,22.41438102722168,116693200,0.0,0.0,,,,-0.025424946407305526,,,0.0,,99.99999903375306
2016-06-02 00:00:00-04:00,22.218605412811385,22.273240842302982,21.99778497521207,22.24592399597168,160766400,0.0,0.0,,,,-0.058493200969643055,,,0.0,,99.99999978101016
2016-06-03 00:00:00-04:00,22.261852865345205,22.371123692243952,22.18445110419915,22.291446685791016,114019600,0.0,0.0,,,,-0.0801033487925018,,,0.49788876209206023,,66.02643822780392
2016-06-06 00:00:00-04:00,22.30738740981521,23.195221340147576,22.20722275072929,22.45308303833008,93170000,0.0,0.0,,,,-0.08322744960452866,,,2.2849044611930935,,33.03956799366032
2016-06-07 00:00:00-04:00,22.59422878727063,22.735372201930687,22.52821017735685,22.544145584106445,89638000,0.0,0.0,,,,-0.07746239730581195,,,3.297088822879317,,33.03956799296174
2016-06-08 00:00:00-04:00,22.541863679255194,22.664794677408715,22.46446364532262,22.523653030395508,83392400,0.0,0.0,,,,-0.0736975897062031,,,3.2891571984124965,,26.777552065941542
2016-06-09 00:00:00-04:00,22.423501348446656,22.762699004359536,22.41439514963177,22.685298919677734,106405600,0.0,0.0,,,,-0.05701326677565888,,,5.151055007277833,,31.872332168374804
2016-06-10 00:00:00-04:00,22.43031587222993,22.616988483596124,22.418934433788163,22.498611450195312,126851600,0.0,0.0,,,,-0.05818422766598985,,,5.035237452992192,,31.872332167750645
2016-06-13 00:00:00-04:00,22.466748484703302,22.564637920975898,22.104784574084448,22.159420013427734,152082000,0.0,0.0,,,,-0.08549658539724092,,,4.831075417619147,,6.440880259094768
2016-06-14 00:00:00-04:00,22.15486624507442,22.418940701079546,22.025106000128226,22.186737060546875,127727600,0.0,0.0,,,,-0.10374169854587478,,,5.15147926457999,,1.3144303884916204
2016-06-15 00:00:00-04:00,22.2686877041118,22.403001894795192,22.0888442801829,22.1138858795166,117780800,0.0,0.0,,,,-0.1226655515103694,,,5.104071939769909,,1.3144303884657949
2016-06-16 00:00:00-04:00,21.956809775393893,22.252755038411323,21.870303526845767,22.207225799560547,125307200,0.0,0.0,,,,-0.12864811446753066,,,6.247608182883695,,11.234073373238246
2016-06-17 00:00:00-04:00,21.995507675465443,22.00233688641061,21.69501023607632,21.701839447021484,244032800,0.0,0.0,,,,-0.17218495271950474,,,5.852579168067905,,19.506580164532178
2016-06-20 00:00:00-04:00,21.854373548479582,21.984133821950504,21.63355303785743,21.64948844909668,137647600,0.0,0.0,,,,-0.2085089374782214,,,5.8131920150377425,,22.13833393422095
