Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,SMA_30,SMA_60,MACD,Bollinger_Upper,Bollinger_Lower,RSI_30,CCI_30,DX_30
2026-03-24 00:00:00-04:00,651.3200073242188,657.030029296875,649.8800048828125,653.1799926757812,96457500,0.0,0.0,0.0,,,,0.0,,,,,0.0
2026-03-25 00:00:00-04:00,658.6699829101562,660.8900146484375,654.239990234375,656.8200073242188,90653800,0.0,0.0,0.0,,,,0.2903715389066974,,,100.0,,99.99999944284573
2026-03-26 00:00:00-04:00,652.0599975585938,654.8499755859375,644.8200073242188,645.0900268554688,96494400,0.0,0.0,0.0,,,,-0.4211634071938306,,,89.99919862037815,,43.255517145156865
2026-03-27 00:00:00-04:00,642.5,642.6599731445312,633.1099853515625,634.0900268554688,103649400,0.0,0.0,0.0,,,,-1.8513271010651806,,,82.03983687805933,,70.46268144402326
2026-03-30 00:00:00-04:00,640.1099853515625,640.3699951171875,629.280029296875,631.969970703125,99275900,0.0,0.0,0.0,,,,-3.119849265384346,,,80.61832238151405,,74.58555163943332
2026-03-31 00:00:00-04:00,638.9400024414062,651.5399780273438,637.97998046875,650.3400268554688,152534100,0.0,0.0,0.0,,,,-2.612734239346082,,,83.22389933897209,,22.850281113792867
2026-04-01 00:00:00-04:00,653.9000244140625,658.52001953125,653.0,655.239990234375,97841500,0.0,0.0,0.0,,,,-1.7947668782998107,,,83.82395360866262,,3.100283881907447
2026-04-02 00:00:00-04:00,646.4199829101562,658.2000122070312,645.1099853515625,655.8300170898438,68358700,0.0,0.0,0.0,,,,-1.0863884060660212,,,83.89570715462105,,18.43387197173316
2026-04-06 00:00:00-04:00,655.8599853515625,659.719970703125,655.52001953125,658.9299926757812,39105800,0.0,0.0,0.0,,,,-0.27171903314638257,,,84.27482670072033,,14.813191062741996
2026-04-07 00:00:00-04:00,656.6500244140625,659.6099853515625,651.0599975585938,659.219970703125,69980400,0.0,0.0,0.0,,,,0.392783355603342,,,84.31056812119557,,22.047131840108968
2026-04-08 00:00:00-04:00,676.3900146484375,677.0800170898438,671.4600219726562,676.010009765625,93606100,0.0,0.0,0.0,,,,2.2483050571239573,,,86.19058413701613,,9.19776471364491
2026-04-09 00:00:00-04:00,674.8400268554688,681.1599731445312,673.77001953125,679.9099731445312,57134400,0.0,0.0,0.0,,,,3.987547855696789,,,86.57707010639687,,14.486722648006293
2026-04-10 00:00:00-04:00,681.3200073242188,682.030029296875,678.4500122070312,679.4600219726562,42253500,0.0,0.0,0.0,,,,5.26886678838116,,,86.28883879101629,,15.571591474223995
2026-04-13 00:00:00-04:00,677.4099731445312,686.2999877929688,676.5800170898438,686.0999755859375,54185800,0.0,0.0,0.0,,,,6.742387986405561,,,86.95197969644737,,20.680446375006248
2026-04-14 00:00:00-04:00,687.6900024414062,694.5800170898438,687.6599731445312,694.4600219726562,63480500,0.0,0.0,0.0,,,,8.48691811842616,,,87.72521617080386,,29.266464624470323
2026-04-15 00:00:00-04:00,695.260009765625,700.280029296875,694.2000122070312,699.9400024414062,58240400,0.0,0.0,0.0,,,,10.194147653916048,,,88.1994195646443,,34.32882979974321
2026-04-16 00:00:00-04:00,701.0599975585938,702.780029296875,698.530029296875,701.6599731445312,49972400,0.0,0.0,0.0,,,,11.552753669105641,,,88.3456055747928,,36.39426631532343
2026-04-17 00:00:00-04:00,706.1400146484375,712.3900146484375,705.760009765625,710.1400146484375,70661900,0.0,0.0,0.0,,,,13.162003816142942,,,89.03820826686048,,43.464941912597176
2026-04-20 00:00:00-04:00,708.780029296875,709.9099731445312,706.1400146484375,708.719970703125,43546800,0.0,0.0,0.0,,,,14.159538131533168,,,88.13091062060616,,43.46494191238913
2026-04-21 00:00:00-04:00,710.280029296875,711.280029296875,702.6400146484375,704.0800170898438,58941400,0.0,0.0,0.0,672.0595001220703,,,14.409581103140795,722.3722249937515,621.7467752503891,85.19643891961518,,37.507196960801714
2026-04-22 00:00:00-04:00,709.1500244140625,711.4500122070312,708.219970703125,711.2100219726562,42518500,0.0,0.0,0.0,674.9610015869141,,,15.010047284047573,727.340109904746,622.5818932690822,85.94060154245147,,37.63731018262095
2026-04-23 00:00:00-04:00,709.5,712.3599853515625,702.280029296875,708.4500122070312,56047300,0.0,0.0,0.0,677.5425018310547,,,15.08927160648534,731.229896182308,623.8551074798013,84.24474725832074,,28.00318344034378
2026-04-24 00:00:00-04:00,710.75,711.1599731445312,709.010009765625,710.2249755859375,10537379,0.0,0.0,0.0,680.7992492675781,,,15.120976953647187,734.0987019446728,627.4997965904835,84.44889910741759,,28.00318344025127
