Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,SMA_30,SMA_60,MACD,Bollinger_Upper,Bollinger_Lower,RSI_30,CCI_30,DX_30
2016-05-31 00:00:00-04:00,178.88955273186752,179.0000035088857,177.7171151410786,178.27784729003906,109879400,0.0,0.0,0.0,,,,0.0,,,,,0.0
2016-06-01 00:00:00-04:00,177.66615276960985,178.82159501256743,177.47075081370213,178.6431884765625,69936200,0.0,0.0,0.0,,,,0.029144026275361057,,,100.0,,99.99999843505725
2016-06-02 00:00:00-04:00,178.2439056825398,179.20393314220095,177.768137567361,179.18695068359375,63044700,0.0,0.0,0.0,,,,0.0950225815958845,,,100.0,,23.237420897226016
2016-06-03 00:00:00-04:00,178.62621622955234,179.00003773366728,177.44528718539402,178.65170288085938,101757100,0.0,0.0,0.0,,,,0.102856125499585,,,95.26439003922582,,19.885016515119382
2016-06-06 00:00:00-04:00,179.00850428840553,179.91757127208038,178.84708020990576,179.5607452392578,64887000,0.0,0.0,0.0,,,,0.18033756739893647,,,95.6281335825428,,40.906592142215125
2016-06-07 00:00:00-04:00,179.7136464861615,180.40181183263633,179.688159841011,179.84107971191406,60974800,0.0,0.0,0.0,,,,0.2613501357382404,,,95.73269904984598,,53.71930452759585
2016-06-08 00:00:00-04:00,179.9770105373412,180.55473805490792,179.84957731625556,180.4272918701172,66170900,0.0,0.0,0.0,,,,0.3686065351115815,,,95.94262591584454,,56.780728883127125
2016-06-09 00:00:00-04:00,179.69662084052692,180.29983492293235,179.42475901675084,180.1808929443359,73786900,0.0,0.0,0.0,,,,0.4287829276054538,,,93.93333990950956,,31.738117090697354
2016-06-10 00:00:00-04:00,178.8045906899694,179.1444212642248,177.92950168203606,178.47325134277344,113829200,0.0,0.0,0.0,,,,0.33482113666997293,,,81.67085626868146,,16.705689498629802
2016-06-13 00:00:00-04:00,177.87006868862602,178.72814946710477,177.01198791014727,177.09693908691406,117751200,0.0,0.0,0.0,,,,0.14759743234520784,,,73.65409282327069,,32.469072606434594
2016-06-14 00:00:00-04:00,176.71463357084795,177.34333453029458,175.7970752639697,176.7486114501953,125059300,0.0,0.0,0.0,,,,-0.028556648130063422,,,71.80864030280685,,46.37136844689756
2016-06-15 00:00:00-04:00,176.74858776686733,177.87005209068462,176.31530180377783,176.50221252441406,109124500,0.0,0.0,0.0,,,,-0.18589942721854413,,,70.5157366213347,,33.99929922666984
2016-06-16 00:00:00-04:00,176.50223504979886,177.19890472720832,174.66711844773843,177.0289764404297,149533100,0.0,0.0,0.0,,,,-0.26503411921859765,,,71.64481081746236,,48.17838256537312
2016-06-17 00:00:00-04:00,176.9247897845939,176.95040897544104,175.71210030370543,176.36968994140625,117055700,1.078,0.0,0.0,,,,-0.3766065573832691,,,68.26040463307729,,48.178382564517634
2016-06-20 00:00:00-04:00,178.3338816172478,179.00854191906885,177.4200871876243,177.5054931640625,82789600,0.0,0.0,0.0,,,,-0.36912366288575527,,,70.72500621245017,,15.126906637954914
2016-06-21 00:00:00-04:00,177.8897778414237,178.41925836011498,177.44569026029347,178.00933837890625,72461700,0.0,0.0,0.0,,,,-0.3188616781165763,,,71.73229317662567,,15.126906637789808
2016-06-22 00:00:00-04:00,178.188718513434,178.91463034063102,177.57383186786404,177.71902465820312,95560500,0.0,0.0,0.0,,,,-0.2990078081897707,,,70.29068298001448,,8.871919576631328
2016-06-23 00:00:00-04:00,179.17934803869173,180.08459408836288,178.7181896283184,180.03335571289062,102731400,0.0,0.0,0.0,,,,-0.09542628399069031,,,74.51451978266536,,3.886534123103239
2016-06-24 00:00:00-04:00,173.90157441072645,180.06751041927396,173.12442435540223,173.56851196289062,333444400,0.0,0.0,0.0,,,,-0.45055164213681564,,,52.81579930524496,,34.23287215970786
2016-06-27 00:00:00-04:00,172.1593818753128,172.16793029087916,169.64859754960628,170.4599151611328,230775800,0.0,0.0,0.0,177.71425094604493,,,-0.9716285007432361,182.45075299217697,172.97774889991288,46.1333209997,,46.78454934449859
2016-06-28 00:00:00-04:00,172.06548362968255,173.5599972426327,171.75804030805926,173.5343780517578,159382400,0.0,0.0,0.0,177.47707748413086,,,-1.1235506123566097,182.55732440746084,172.39683056080088,52.30715624577542,,36.02860878403296
2016-06-29 00:00:00-04:00,174.93492708863886,176.71979998221832,174.83245033872933,176.48922729492188,137328600,0.0,0.0,0.0,177.36937942504883,,,-0.9940594426576297,182.43684785811476,172.3019109919829,57.185930000394514,,16.058983447254835
2016-06-30 00:00:00-04:00,176.95896414285914,178.94879087388307,176.40385124737338,178.89755249023438,165021900,0.0,0.0,0.0,177.35490951538085,,,-0.6891608246901058,182.40213767791298,172.30768135284873,60.58544632666346,,4.828683134581515
2016-07-01 00:00:00-04:00,178.8975194598976,179.76007552914442,178.73525592088592,179.27328491210938,106055300,0.0,0.0,0.0,177.38598861694337,,,-0.41245349975469026,182.4743262735453,172.29765096034143,61.08415155277165,,1.1436659044112587
2016-07-05 00:00:00-04:00,178.4448925195293,178.55591768190934,177.38593139327895,177.98373413085938,109803700,0.0,0.0,0.0,177.30713806152343,,,-0.2938298345659405,182.30158741513216,172.3126887079147,58.45803178220514,,6.781691225838115
2016-07-06 00:00:00-04:00,177.48841864598015,179.17081482705453,176.83082908015393,179.05125427246094,96021500,0.0,0.0,0.0,177.26764678955078,,,-0.11238427550605934,182.18969985927907,172.3455937198225,59.933167174804886,,3.985890241296393
2016-07-07 00:00:00-04:00,179.23062137922298,179.89674645255874,178.1716599965484,178.9402618408203,85593800,0.0,0.0,0.0,177.19329528808595,,,0.02220056141004534,181.956754925565,172.4298356506069,59.70513452172515,,0.7638518104628514
2016-07-08 00:00:00-04:00,180.2383317956827,181.85240586419408,180.00774606271716,181.604736328125,133971000,0.0,0.0,0.0,177.26448745727538,,,0.3399421954579793,182.25318642183032,172.27578849272044,63.1837821551088,,7.245749254585688
2016-07-11 00:00:00-04:00,182.0659201807459,182.81745119494929,181.86095362292923,182.24525451660156,73633900,0.0,0.0,0.0,177.4530876159668,,,0.6361065540297375,182.89849780159415,172.00767743033947,63.95756310489154,,10.862706032237083
2016-07-12 00:00:00-04:00,183.21022710675732,183.86781652750716,182.27081364854325,183.56890869140625,101275600,0.0,0.0,0.0,177.7766860961914,178.19578704833984,,0.9664857257837411,183.86431710289077,171.68905508949206,65.50734919239557,206.55951495316566,14.611774800063095
2016-07-13 00:00:00-04:00,183.9874226176217,183.99595800349357,183.0565573437704,183.5433349609375,87324100,0.0,0.0,0.0,178.1164222717285,178.37130330403645,,1.2122756542056266,184.70061917072155,171.53222537273547,65.4510998607071,192.60835874860174,15.062628230907912
2016-07-14 00:00:00-04:00,184.80728215153275,185.037867905554,184.175324721354,184.5681610107422,91230900,0.0,0.0,0.0,178.51971969604492,178.5688023885091,,1.4727835091735244,185.6528391173202,171.38660027476962,66.63864559559238,200.08827691541816,18.674464254822272
2016-07-15 00:00:00-04:00,185.13181569367885,185.32823384517283,183.87642314550487,184.3205108642578,107155400,0.0,0.0,0.0,178.88429641723633,178.73992106119792,,1.640345680050757,186.4300188615535,171.33857397291916,66.07092040504871,172.31877210069402,17.195487349883717
