Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-05-27 00:00:00-04:00,579.4277528567243,584.6083553931982,571.8743267058999,584.4501953125,72588500,0.0,0.0,0.0
2025-05-28 00:00:00-04:00,584.8555180607121,586.051826179252,580.3373051792158,581.0689086914062,68445500,0.0,0.0,0.0
2025-05-29 00:00:00-04:00,586.3385054465637,586.4769332279744,579.4277368161022,583.3626098632812,69973300,0.0,0.0,0.0
2025-05-30 00:00:00-04:00,582.2553357440712,584.4304140423015,576.6298211275496,582.7101440429688,90601200,0.0,0.0,0.0
2025-06-02 00:00:00-04:00,581.0985213264464,586.0714814983527,578.4291102147669,585.992431640625,61630500,0.0,0.0,0.0
2025-06-03 00:00:00-04:00,585.6266079138771,590.3128764026674,585.1421107506463,589.3341064453125,63606200,0.0,0.0,0.0
2025-06-04 00:00:00-04:00,590.1942585782981,591.173028564345,588.7408877328025,589.1759033203125,57314200,0.0,0.0,0.0
2025-06-05 00:00:00-04:00,590.8566609128592,592.2111289512687,584.3512195951713,586.3285522460938,92278700,0.0,0.0,0.0
2025-06-06 00:00:00-04:00,591.8749474768216,594.0203968199735,590.0953601848463,592.3495483398438,66588700,0.0,0.0,0.0
2025-06-09 00:00:00-04:00,592.9230088207169,594.4356974397457,591.7069684086109,592.8834838867188,53016400,0.0,0.0,0.0
2025-06-10 00:00:00-04:00,593.4172416440205,596.6304070325093,592.3001042710282,596.244873046875,66247000,0.0,0.0,0.0
2025-06-11 00:00:00-04:00,597.3423765043648,598.2025114763902,592.4781545343917,594.54443359375,73658200,0.0,0.0,0.0
2025-06-12 00:00:00-04:00,593.2097458920864,596.9073486328125,592.725309003214,596.9073486328125,64129000,0.0,0.0,0.0
2025-06-13 00:00:00-04:00,591.7168252456129,595.0288334634262,588.731033484191,590.2338256835938,89506000,0.0,0.0,0.0
2025-06-16 00:00:00-04:00,593.5952983788304,597.5993850121447,593.4172853343232,595.8494262695312,79984100,0.0,0.0,0.0
2025-06-17 00:00:00-04:00,593.4074922933922,594.9300168530282,589.9965810836336,590.7578735351562,82209400,0.0,0.0,0.0
2025-06-18 00:00:00-04:00,591.6574895866379,594.4059506456396,589.7097855095001,590.6688232421875,76605000,0.0,0.0,0.0
2025-06-20 00:00:00-04:00,593.3471074282096,594.4180406328666,587.8735160730708,589.2816162109375,94051400,1.761,0.0,0.0
2025-06-23 00:00:00-04:00,590.0351674928282,595.4889076465048,586.9116980815279,595.1022338867188,87426000,0.0,0.0,0.0
2025-06-24 00:00:00-04:00,599.2470472798032,602.737399696003,598.3347417480489,601.6764526367188,67735300,0.0,0.0,0.0
2025-06-25 00:00:00-04:00,602.7969444947229,603.4910690166892,600.4468830082857,602.0136108398438,62114800,0.0,0.0,0.0
2025-06-26 00:00:00-04:00,603.8679120398481,607.1599955272326,603.2531315625092,606.7236938476562,78548400,0.0,0.0,0.0
2025-06-27 00:00:00-04:00,607.7252035075089,611.2056913389495,605.692457719191,609.7380981445312,86258400,0.0,0.0,0.0
2025-06-30 00:00:00-04:00,612.1873634601734,614.0118537505704,609.867018033134,612.6533813476562,92502500,0.0,0.0,0.0
2025-07-01 00:00:00-04:00,611.1758893553448,613.625146088841,610.3429883405835,612.455078125,70030100,0.0,0.0,0.0
2025-07-02 00:00:00-04:00,612.0484833566157,615.2711481262035,611.4237773441516,615.2315063476562,66510400,0.0,0.0,0.0
2025-07-03 00:00:00-04:00,617.214676143094,621.0124795190609,617.194824993195,620.0803833007812,51065800,0.0,0.0,0.0
2025-07-07 00:00:00-04:00,618.1170465947881,618.7814549531971,612.6732314169623,615.4595947265625,74814500,0.0,0.0,0.0
2025-07-08 00:00:00-04:00,616.1238907210633,616.8775081543645,614.3093261623386,615.1224365234375,59024600,0.0,0.0,0.0
2025-07-09 00:00:00-04:00,617.5319680301938,619.4655183729625,615.6875662931247,618.8110961914062,66113300,0.0,0.0,0.0
2025-07-10 00:00:00-04:00,618.9499658515675,621.5974919629854,617.7699723301522,620.5563354492188,57529000,0.0,0.0,0.0
2025-07-11 00:00:00-04:00,617.5022136064131,619.6043777491163,616.3024294765994,618.3748168945312,63670200,0.0,0.0,0.0
2025-07-14 00:00:00-04:00,617.9186024028506,619.901780492049,616.5700558274259,619.5547485351562,51898500,0.0,0.0,0.0
2025-07-15 00:00:00-04:00,622.2420420602726,622.5791484786782,616.8279435196437,616.9072875976562,74317300,0.0,0.0,0.0
2025-07-16 00:00:00-04:00,618.4937831556223,619.4754466932056,612.8516386863737,618.9697265625,88987500,0.0,0.0,0.0
2025-07-17 00:00:00-04:00,619.1482301954767,623.1145864157634,618.9300491320286,622.757568359375,68885700,0.0,0.0,0.0
2025-07-18 00:00:00-04:00,624.007017899032,624.175571102461,621.1909387049365,622.301513671875,65621600,0.0,0.0,0.0
2025-07-21 00:00:00-04:00,623.4815063476562,626.2281670376054,623.0551302914085,623.4815063476562,63375000,0.0,0.0,0.0
2025-07-22 00:00:00-04:00,623.8087114591411,624.4334174667899,620.9232136557434,623.5707397460938,60046300,0.0,0.0,0.0
2025-07-23 00:00:00-04:00,626.2381323551606,628.8757934570312,624.4334327911965,628.8757934570312,70511000,0.0,0.0,0.0
2025-07-24 00:00:00-04:00,629.2624631630094,630.7994747941685,628.6576082944551,629.083984375,71307100,0.0,0.0,0.0
2025-07-25 00:00:00-04:00,629.748350781943,632.2173979677802,629.5004535059064,631.7413940429688,56865400,0.0,0.0,0.0
2025-07-28 00:00:00-04:00,632.1181999979412,632.6734874729789,630.1945147233831,631.582763671875,54917100,0.0,0.0,0.0
